Gene Name Source,Gene Name Target,log2FC_PSM,weight,specificity,PSM_risk,PSM_nonrisk,Interaction,in_cad_gwas,in_biogrid,in_cad_eqtl,in_cad_gwas_aragam_2022,in_condition_specific_eqtl,in_condition_specific_sqtl,in_smc_elevated,source_harmonized,target_harmonized,source_primary_category,target_primary_category,specificity_target,in_biogrid_edge,source_for_target
LDLR,XPO4,-0.830074999,0.830074999,shared,11,20.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,XPO4,Metabolic,Signaling,shared,NO,LDLR
LDLR,XPO6,-3.222392421,3.222392421,nonrisk-specific,0,8.333333333,Interaction,NO,NO,NO,YES,NO,NO,NO,LDLR,XPO6,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,XPO7,-4.807354922,4.807354922,nonrisk-specific,0,27,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,XPO7,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,ZC3H14,-3.857980995,3.857980995,nonrisk-specific,0,13.5,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ZC3H14,Metabolic,Transcription/Translation,nonrisk-specific,NO,LDLR
LDLR,ZW10,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ZW10,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,ZWILCH,-2,2,nonrisk-specific,0,3,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,ZWILCH,Metabolic,Cell Cycle,nonrisk-specific,NO,LDLR
LDLR,DSG2,3.169925001,3.169925001,risk-specific,8,0,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,DSG2,Metabolic,Structural,risk-specific,NO,LDLR
LDLR,ITM2C,1.736965594,1.736965594,risk-specific,2.333333333,0,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,ITM2C,Metabolic,Membrane/Transmembrane,risk-specific,NO,LDLR
LDLR,TLE3,3.64385619,3.64385619,risk-specific,11.5,0,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,TLE3,Metabolic,Transcription/Translation,risk-specific,NO,LDLR
MLX,AGRN,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,AGRN,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,APLP2,-4.68182404,4.68182404,nonrisk-specific,0,24.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,APLP2,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,B3GALT6,-3.058893689,3.058893689,nonrisk-specific,0,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,B3GALT6,Nucleic Acid Binding,Metabolic,nonrisk-specific,NO,MLX
MLX,CASK,0.182203331,0.182203331,shared,38.33333333,33.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,MLX,CASK,Nucleic Acid Binding,Catalytic/Enzymatic,shared,YES,MLX
MLX,CASK,0.182203331,0.182203331,shared,38.33333333,33.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,MLX,CASK,Nucleic Acid Binding,Catalytic/Enzymatic,shared,YES,MLX
MLX,CMSS1,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,YES,NO,NO,MLX,CMSS1,Nucleic Acid Binding,Nucleic Acid Binding,nonrisk-specific,NO,MLX
MLX,COL18A1,-2.807354922,2.807354922,nonrisk-specific,0,6,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,COL18A1,Nucleic Acid Binding,Differentiation/Development,nonrisk-specific,NO,MLX
MLX,CSPG4,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,CSPG4,Nucleic Acid Binding,Signaling,nonrisk-specific,NO,MLX
MLX,DLG1,-0.509013647,0.509013647,shared,7.666666667,11.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,DLG1,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,DLG1,-0.509013647,0.509013647,shared,7.666666667,11.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,DLG1,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,GALNT2,-0.465663572,0.465663572,shared,6,8.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,GALNT2,Nucleic Acid Binding,Catalytic/Enzymatic,shared,NO,MLX
MLX,GALNT2,-0.465663572,0.465663572,shared,6,8.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,GALNT2,Nucleic Acid Binding,Catalytic/Enzymatic,shared,NO,MLX
MLX,GLB1L2,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GLB1L2,Nucleic Acid Binding,Catalytic/Enzymatic,nonrisk-specific,NO,MLX
MLX,GLG1,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GLG1,Nucleic Acid Binding,Signaling,nonrisk-specific,NO,MLX
MLX,GNB4,-0.099535674,0.099535674,shared,3.666666667,4,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,GNB4,Nucleic Acid Binding,Signaling,shared,NO,MLX
MLX,GNB4,-0.099535674,0.099535674,shared,3.666666667,4,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,GNB4,Nucleic Acid Binding,Signaling,shared,NO,MLX
MLX,GPC1,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GPC1,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,GPC3,-3.662965013,3.662965013,nonrisk-specific,0,11.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GPC3,Nucleic Acid Binding,Differentiation/Development,nonrisk-specific,NO,MLX
MLX,GPC4,-0.502500341,0.502500341,shared,7,10.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GPC4,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,GPC4,-0.502500341,0.502500341,shared,7,10.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GPC4,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,GPC6,-0.637429921,0.637429921,shared,5,8.333333333,Interaction,NO,YES,NO,NO,NO,YES,NO,MLX,GPC6,Nucleic Acid Binding,Membrane/Transmembrane,shared,YES,MLX
MLX,GPC6,-0.637429921,0.637429921,shared,5,8.333333333,Interaction,NO,YES,NO,NO,NO,YES,NO,MLX,GPC6,Nucleic Acid Binding,Membrane/Transmembrane,shared,YES,MLX
MLX,ITGB1,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,ITGB1,Nucleic Acid Binding,Differentiation/Development,nonrisk-specific,NO,MLX
MLX,KBTBD7,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,KBTBD7,Nucleic Acid Binding,Ubiquitin/Degradation,nonrisk-specific,NO,MLX
MLX,LIN7C,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,LIN7C,Nucleic Acid Binding,Vesicle/Transport,nonrisk-specific,NO,MLX
MLX,LMAN2L,-0.706268797,0.706268797,shared,5.333333333,9.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,LMAN2L,Nucleic Acid Binding,Vesicle/Transport,shared,NO,MLX
MLX,LMAN2L,-0.706268797,0.706268797,shared,5.333333333,9.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,LMAN2L,Nucleic Acid Binding,Vesicle/Transport,shared,NO,MLX
MLX,LSS,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,LSS,Nucleic Acid Binding,Metabolic,nonrisk-specific,NO,MLX
MLX,MTARC1,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,MTARC1,Nucleic Acid Binding,Catalytic/Enzymatic,nonrisk-specific,NO,MLX
MLX,NDUFAF2,-0.067114196,0.067114196,shared,6,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NDUFAF2,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,NDUFAF2,-0.067114196,0.067114196,shared,6,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NDUFAF2,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,NFIA,-3.273018494,3.273018494,nonrisk-specific,0,8.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,NFIA,Nucleic Acid Binding,Nucleic Acid Binding,nonrisk-specific,NO,MLX
MLX,NFIB,0.540568381,0.540568381,shared,15,10,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,NFIB,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,NFIB,0.540568381,0.540568381,shared,15,10,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,NFIB,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,NFIC,0.434402824,0.434402824,shared,15.66666667,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NFIC,Nucleic Acid Binding,Nucleic Acid Binding,shared,NO,MLX
MLX,NFIC,0.434402824,0.434402824,shared,15.66666667,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NFIC,Nucleic Acid Binding,Nucleic Acid Binding,shared,NO,MLX
MLX,NOLC1,-0.203533394,0.203533394,shared,10,11.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NOLC1,Nucleic Acid Binding,Nucleotide Binding,shared,NO,MLX
MLX,NOLC1,-0.203533394,0.203533394,shared,10,11.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NOLC1,Nucleic Acid Binding,Nucleotide Binding,shared,NO,MLX
MLX,NRP1,-0.062735755,0.062735755,shared,14,14.66666667,Interaction,YES,NO,NO,YES,NO,YES,NO,MLX,NRP1,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,NRP1,-0.062735755,0.062735755,shared,14,14.66666667,Interaction,YES,NO,NO,YES,NO,YES,NO,MLX,NRP1,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,NRXN3,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,NRXN3,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,PCYOX1,-0.353636955,0.353636955,shared,11,14.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,PCYOX1,Nucleic Acid Binding,Catalytic/Enzymatic,shared,NO,MLX
MLX,PCYOX1,-0.353636955,0.353636955,shared,11,14.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,PCYOX1,Nucleic Acid Binding,Catalytic/Enzymatic,shared,NO,MLX
MLX,PCYOX1L,-0.321928095,0.321928095,shared,5.666666667,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,PCYOX1L,Nucleic Acid Binding,Catalytic/Enzymatic,shared,NO,MLX
MLX,PCYOX1L,-0.321928095,0.321928095,shared,5.666666667,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,PCYOX1L,Nucleic Acid Binding,Catalytic/Enzymatic,shared,NO,MLX
MLX,PI4K2A,-3.058893689,3.058893689,nonrisk-specific,0,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,PI4K2A,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,POR,-0.550197083,0.550197083,shared,8.333333333,12.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,POR,Nucleic Acid Binding,Metabolic,shared,NO,MLX
MLX,POR,-0.550197083,0.550197083,shared,8.333333333,12.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,POR,Nucleic Acid Binding,Metabolic,shared,NO,MLX
MLX,RAB23,-0.321928095,0.321928095,shared,3,4,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,RAB23,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,RAB23,-0.321928095,0.321928095,shared,3,4,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,RAB23,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,RAB2B,-0.058893689,0.058893689,shared,7,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB2B,Nucleic Acid Binding,Vesicle/Transport,shared,NO,MLX
MLX,RAB2B,-0.058893689,0.058893689,shared,7,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB2B,Nucleic Acid Binding,Vesicle/Transport,shared,NO,MLX
MLX,RAB5A,0.146841388,0.146841388,shared,9.333333333,8.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB5A,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,RAB5A,0.146841388,0.146841388,shared,9.333333333,8.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB5A,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,RAB6A,-4,4,nonrisk-specific,0,15,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB6A,Nucleic Acid Binding,Vesicle/Transport,nonrisk-specific,NO,MLX
MLX,RAB7A,-0.044394119,0.044394119,shared,20.33333333,21,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB7A,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,RAB7A,-0.044394119,0.044394119,shared,20.33333333,21,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB7A,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,RAC3,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAC3,Nucleic Acid Binding,Structural,nonrisk-specific,NO,MLX
MLX,RALB,-0.415037499,0.415037499,shared,7,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RALB,Nucleic Acid Binding,Signaling,shared,NO,MLX
MLX,RALB,-0.415037499,0.415037499,shared,7,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RALB,Nucleic Acid Binding,Signaling,shared,NO,MLX
MLX,RPA1,-0.070389328,0.070389328,shared,12.33333333,13,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RPA1,Nucleic Acid Binding,Nucleic Acid Binding,shared,NO,MLX
MLX,RPA1,-0.070389328,0.070389328,shared,12.33333333,13,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RPA1,Nucleic Acid Binding,Nucleic Acid Binding,shared,NO,MLX
MLX,RPL10,0.125530882,0.125530882,shared,11,10,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RPL10,Nucleic Acid Binding,Transcription/Translation,shared,NO,MLX
MLX,RPL10,0.125530882,0.125530882,shared,11,10,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RPL10,Nucleic Acid Binding,Transcription/Translation,shared,NO,MLX
MLX,SCARB2,-2.662965013,2.662965013,nonrisk-specific,0,5.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SCARB2,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,SCCPDH,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SCCPDH,Nucleic Acid Binding,Catalytic/Enzymatic,nonrisk-specific,NO,MLX
MLX,SDC1,-2.807354922,2.807354922,nonrisk-specific,0,6,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SDC1,Nucleic Acid Binding,Signaling,nonrisk-specific,NO,MLX
MLX,SDC2,-0.087462841,0.087462841,shared,4.333333333,4.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,SDC2,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,SDC2,-0.087462841,0.087462841,shared,4.333333333,4.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,SDC2,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,SDC4,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SDC4,Nucleic Acid Binding,Cell Adhesion/Migration,nonrisk-specific,NO,MLX
MLX,SET,-3.624490865,3.624490865,nonrisk-specific,0,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SET,Nucleic Acid Binding,Nucleic Acid Binding,nonrisk-specific,NO,MLX
MLX,SLC4A7,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SLC4A7,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,SYAP1,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SYAP1,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,SYNJ2BP,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,SYNJ2BP,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,TCOF1,-0.071258683,0.071258683,shared,25.33333333,26.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,TCOF1,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,TCOF1,-0.071258683,0.071258683,shared,25.33333333,26.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,TCOF1,Nucleic Acid Binding,Differentiation/Development,shared,NO,MLX
MLX,TDRKH,-4.64385619,4.64385619,nonrisk-specific,0,24,Interaction,YES,NO,NO,NO,NO,NO,NO,MLX,TDRKH,Nucleic Acid Binding,Nucleic Acid Binding,nonrisk-specific,NO,MLX
MLX,TGFBR3,-0.295455884,0.295455884,shared,6.333333333,8,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,TGFBR3,Nucleic Acid Binding,Signaling,shared,NO,MLX
MLX,TGFBR3,-0.295455884,0.295455884,shared,6.333333333,8,Interaction,NO,NO,NO,NO,NO,YES,NO,MLX,TGFBR3,Nucleic Acid Binding,Signaling,shared,NO,MLX
MLX,VANGL1,-0.415037499,0.415037499,shared,3,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,VANGL1,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,VANGL1,-0.415037499,0.415037499,shared,3,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,VANGL1,Nucleic Acid Binding,Membrane/Transmembrane,shared,NO,MLX
MLX,VANGL2,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,VANGL2,Nucleic Acid Binding,Differentiation/Development,nonrisk-specific,NO,MLX
MLX,ZFYVE1,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,ZFYVE1,Nucleic Acid Binding,Membrane/Transmembrane,nonrisk-specific,NO,MLX
MLX,ATF2,2,2,risk-specific,3,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,ATF2,Nucleic Acid Binding,Nucleic Acid Binding,risk-specific,NO,MLX
MLX,CLASP2,2.874469118,2.874469118,risk-specific,6.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,CLASP2,Nucleic Acid Binding,Structural,risk-specific,NO,MLX
MLX,CREB1,2.415037499,2.415037499,risk-specific,4.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,CREB1,Nucleic Acid Binding,Nucleic Acid Binding,risk-specific,NO,MLX
MLX,GABARAP,1.736965594,1.736965594,risk-specific,2.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,GABARAP,Nucleic Acid Binding,Autophagy,risk-specific,NO,MLX
MLX,GABARAPL2,3.321928095,3.321928095,risk-specific,9,0,Interaction,NO,YES,NO,NO,NO,NO,NO,MLX,GABARAPL2,Nucleic Acid Binding,Vesicle/Transport,risk-specific,YES,MLX
MLX,MINK1,3.273018494,3.273018494,risk-specific,8.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,MINK1,Nucleic Acid Binding,Catalytic/Enzymatic,risk-specific,NO,MLX
MLX,MLXIP,3.415037499,3.415037499,risk-specific,9.666666667,0,Interaction,NO,YES,NO,NO,NO,NO,NO,MLX,MLXIP,Nucleic Acid Binding,Nucleic Acid Binding,risk-specific,YES,MLX
MLX,NFIX,3.502500341,3.502500341,risk-specific,10.33333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,NFIX,Nucleic Acid Binding,Nucleic Acid Binding,risk-specific,NO,MLX
MLX,RAB12,2.222392421,2.222392421,risk-specific,3.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB12,Nucleic Acid Binding,Membrane/Transmembrane,risk-specific,NO,MLX
MLX,RAB3D,2.736965594,2.736965594,risk-specific,5.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,RAB3D,Nucleic Acid Binding,Vesicle/Transport,risk-specific,NO,MLX
MLX,REXO5,3.772589504,3.772589504,risk-specific,12.66666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,REXO5,Nucleic Acid Binding,Nucleic Acid Binding,risk-specific,NO,MLX
MLX,ZYG11B,1.874469118,1.874469118,risk-specific,2.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,MLX,ZYG11B,Nucleic Acid Binding,Catalytic/Enzymatic,risk-specific,NO,MLX
NOB1,ACTR2,2.321928095,2.321928095,risk-specific,4,0,Interaction,YES,NO,NO,NO,NO,NO,NO,NOB1,ACTR2,Ion Binding,Structural,risk-specific,NO,NOB1
NOB1,CCNA2,3.321928095,3.321928095,risk-specific,9,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,CCNA2,Ion Binding,Cell Cycle,risk-specific,NO,NOB1
NOB1,DPH1,2.222392421,2.222392421,risk-specific,3.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,DPH1,Ion Binding,Catalytic/Enzymatic,risk-specific,NO,NOB1
NOB1,ELP1,4.89077093,4.89077093,risk-specific,28.66666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,ELP1,Ion Binding,Transcription/Translation,risk-specific,NO,NOB1
NOB1,NRG1,2.807354922,2.807354922,risk-specific,6,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,NRG1,Ion Binding,Signaling,risk-specific,NO,NOB1
NOB1,POC1B,2.584962501,2.584962501,risk-specific,5,0,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,POC1B,Ion Binding,Oxidative Stress,risk-specific,NO,NOB1
NOB1,REPS1,1.736965594,1.736965594,risk-specific,2.333333333,0,Interaction,YES,NO,NO,NO,NO,NO,NO,NOB1,REPS1,Ion Binding,Membrane/Transmembrane,risk-specific,NO,NOB1
NOB1,RTCA,3.169925001,3.169925001,risk-specific,8,0,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,RTCA,Ion Binding,Catalytic/Enzymatic,risk-specific,NO,NOB1
NOB1,ZC3HAV1,3.169925001,3.169925001,risk-specific,8,0,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,ZC3HAV1,Ion Binding,Immune Response,risk-specific,NO,NOB1
NOB1,ANKRD17,-3.807354922,3.807354922,nonrisk-specific,0,13,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,ANKRD17,Ion Binding,Nucleic Acid Binding,nonrisk-specific,NO,NOB1
NOB1,ATP6V1A,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,ATP6V1A,Ion Binding,Vesicle/Transport,nonrisk-specific,NO,NOB1
NOB1,CDK5RAP2,-3.459431619,3.459431619,nonrisk-specific,0,10,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,CDK5RAP2,Ion Binding,Structural,nonrisk-specific,NO,NOB1
NOB1,CEP170,-5.309855263,5.309855263,nonrisk-specific,0,38.66666667,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,CEP170,Ion Binding,Membrane/Transmembrane,nonrisk-specific,NO,NOB1
NOB1,CSTF2,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,CSTF2,Ion Binding,Nucleic Acid Binding,nonrisk-specific,NO,NOB1
NOB1,DHX16,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,DHX16,Ion Binding,Transcription/Translation,nonrisk-specific,NO,NOB1
NOB1,EML3,-2.662965013,2.662965013,nonrisk-specific,0,5.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,EML3,Ion Binding,Structural,nonrisk-specific,NO,NOB1
NOB1,HAX1,-4.247927513,4.247927513,nonrisk-specific,0,18,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,HAX1,Ion Binding,Membrane/Transmembrane,nonrisk-specific,NO,NOB1
NOB1,KLHL22,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,YES,YES,NO,NO,NO,NO,NO,NOB1,KLHL22,Ion Binding,Ubiquitin/Degradation,nonrisk-specific,YES,NOB1
NOB1,MADD,-4.48112669,4.48112669,nonrisk-specific,0,21.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,MADD,Ion Binding,Signaling,nonrisk-specific,NO,NOB1
NOB1,MCM4,-4.727920455,4.727920455,nonrisk-specific,0,25.5,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,MCM4,Ion Binding,Nucleic Acid Binding,nonrisk-specific,NO,NOB1
NOB1,MOV10,-3.584962501,3.584962501,nonrisk-specific,0,11,Interaction,NO,NO,NO,NO,YES,NO,NO,NOB1,MOV10,Ion Binding,Transcription/Translation,nonrisk-specific,NO,NOB1
NOB1,SEC23B,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,SEC23B,Ion Binding,Vesicle/Transport,nonrisk-specific,NO,NOB1
NOB1,SKAP2,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,SKAP2,Ion Binding,Membrane/Transmembrane,nonrisk-specific,NO,NOB1
NOB1,SPAG9,-5.101538026,5.101538026,nonrisk-specific,0,33.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,NOB1,SPAG9,Ion Binding,Vesicle/Transport,nonrisk-specific,NO,NOB1
NOB1,STAU2,-2.662965013,2.662965013,nonrisk-specific,0,5.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,STAU2,Ion Binding,Differentiation/Development,nonrisk-specific,NO,NOB1
NOB1,TAF1B,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,NOB1,TAF1B,Ion Binding,Signaling,nonrisk-specific,NO,NOB1
